Sentences,contains_a_deadline,deadline,deadline_type
1.Any act by a student that may result in a distorted academic evaluation for that student or,0,,
another student. Academic fraud includes but is not limited to activities such as,0,,
a.plagiarising or cheating in any way,0,,
b.submitting work not partially or fully the students own excluding properly cited,0,,
quotations and references. Such work includes assignments essays tests exams,0,,
research reports and theses regardless of whether the work is in written oral or any,0,,
other form,0,,
c.presenting research data that are forged falsified or fabricated in any manner,0,,
d.attributing a statement of fact or reference to a fabricated source,0,,
e.submitting the same work or a significant part of the same piece of work in more than,0,,
one course or a thesis or any other piece of work submitted elsewhere without the prior,0,,
approval of the appropriate professors or academic units,0,,
f.falsifying or misrepresenting an academic evaluation using a forged or altered,0,,
supporting document or facilitating the use of such a document,0,,
g.taking any action aimed at falsifying an academic evaluation.,0,,
Sanctions,0,,
1.Students who commit or attempt to commit academic fraud or who are a party to academic,0,,
fraud are subject to one or more sanctions  full list such as,0,,
a.a written warning,0,,
b.zero for part of the work in question,0,,
c.zero for the work in question,0,,
d.zero for the work in question and the loss of additional marks for the course in question,0,,
e.zero for the work in question with a final grade no higher than the passing grade for the,0,,
course in question,0,,
f.an F or NS grade for the course in question.,0,,
Student Services,0,,
Academic GPS,0,,
The Academic GPS hub is a onestop shop for academic support. Whether youre an experienced,0,,
student or just starting out youll find some great resources to help you succeed.,0,,
With the Academic GPS you can,0,,
chat with a mentor seven days a week,0,,
register for study groups,0,,
take part in study methods workshops note taking time management exam preparation stress,0,,
management Academic Integrity Session etc.,0,,
book an appointment with a mentor.Calendar,0,,
Note that this is tentative and may be subject to adjustments.,0,,
Lectures LabsTutorials Project,0,,
1 Presentation  Introduction to,0,,
Design and Architecture,0,,
2Software Architecture Angular,0,,
introduction,0,,
3Modules Angular,0,,
Components,0,,
4Domain Driven Design Angular,0,,
Authenticated,0,,
Routes Reactive,0,,
FormsDeadline for team,0,,
formation,0,,
Project start,0,,
5Concurrency View Angular,0,,
Persistence,0,,
Authentication with,0,,
FirestoreDDD Strategic,0,,
Design Contracts,0,,
6Services Spring,0,,
introduction,0,,
MessagingDDD Tactical,0,,
Design ConceptsDeliverable1,0,,
7Containerscloud Spring,0,,
persistence RESTDDD Use Case,0,,
Realization,0,,
8Microservice Architecture GraphQL Deliverable2,0,,
9Big data architecture Authentication,0,,
Authorization,0,,
10Tactics,0,,
11Metrics,0,,
12Summary Deliverable3,0,,
SEG 2105Fall 2014  SEG 2105 INTRODUCTION TO SOFTWARE ENGINEERING  Principles of software engineering Requirements design and testing. Review of principles of object orientation. Object oriented analysis using UML. Frameworks and APIs. Introduction to the clientserver architecture. Analysis design and programming of simple servers and clients. Introduction to user interface technology. Prerequisite ITI1121 or ITI1221  PROFESSOR Dr. Timothy C. Lethbridge   613 5625800 ext 6685 Email tclsite.uottawa.ca Answers to nonpersonal email questions will be sent to the entire class with the identity of the questionasker suppressed.  Office SITE 5070. Office visits are welcome but email for an appointment please.  TEXTBOOK AND OTHER SUPPORT MATERIAL Mandatory Text Object Oriented Software Engineering Practical Software Development Using UML and Java 2nd Ed by T C. Lethbridge and R. Laganire httpwww.lloseng.com  Course website httpwww.eecs.uottawa.catclseg2105 .   COURSE OBJECTIVES When you complete this course you should be able to understand  The software engineering process including requirements gathering specification and testing.  Principles of objectoriented analysis and design as well as software architecture particularly the clientserver architecture and basic UI design.  The basics of UML the standard way of expressing requirements and design in software engineering.   IMPORTANT INFORMATION ABOUT UNIVERSITY RULES  As in all courses in the faculty class attendance is mandatory. As per academic regulations students who do not attend 80% of the class will not be allowed to write the final examinations.  All components of the course labs assignments etc. must be fulfilled otherwise students may receive EIN as a final mark equivalent to F.  This is also true for student repeating the course.  All students must read and adhere to the Regulation on Academic Fraud see httpweb5.uottawa.camcssmcacademicintegrityregulation.php   In particular make sure you dont copy from other groups or students in assignments.  LECTURE AND ASSIGNMENT INITIAL PLAN subject to change  red means changed   Date Material to be covered Assignments Due 5 p.m. Labs MonThurs 1 Wed Sep 3 Chap. 1  Software and Software Engineering   2 Fri Sep 5 Chap. 2  Basics of objectorientation   3 Wed Sep 10 Chap. 2  inheritance polymorphism and review of key Java concepts  8th9th11th  Lab 1 Java review 4 Fri Sep 12 Chap. 2 remainder and start of Chap. 3 reuse frameworks  basic clientserver concepts   5 Wed Sep 17 Chap. 3 clientserver architecture network concepts and networking in Java  15th16th18th Lab 2a Simplechat a 6 Fri Sep 19  Chap. 3 Object ClientServer Framework Asg1 Lab 1 writeup group Due 5 pm Sep 21  7 Wed Sep 24 Chap. 3 remainder  SimpleChat and start of Chapter 5 Class diagrams skip Ch 4 for now  22nd23rd25th Lab 2b Simplechat b 8 Fri Sep 26 Chap. 5  Class Diagrams sl. 119 diagramming classes associations reflexive associations etc. Asg2  basic OO due 5 p.m. Sep 28  9 Wed Oct 1 By video  Professor away  Course online Manufacturing plant controller example.  29th30th2nd Lab 3a Umple a  Oct 3 NO CLASS  Work on Assignments Asg3   lab 2 writeup due 5 pm Oct 5  10 Wed Oct 8 Chap. 5 sl. 1926 abuses of generalization aggregation  problemsolving on board  6th7th9th Lab 3b Umple b 11 Fri Oct 10 Chap. 5 OCL process for developing diagrams     Thanksgiving  Monday Oct 13 Study break Oct 1417 Asg 4 UML indiv due 5 pm Oct 20  12 Wed Oct 22 Chap. 5 Airline System identifying operations plus start Chapter 4    Fri Oct 24 Chap. 4 sl. 922 plus discussion of example requirements in the book Chap. 6  Patterns    Sat Oct 25 Midterm 9001020 a.m. Section A STE G0103 and Section B STE H0104  13 Wed Oct 29 Chap. 6 sl. 724 General Hierarchy Composite PlayerRole Singleton Observer Delegation   14 Fri Oct 31 Chap. 6 Adapter Facade etc. plus Chap. 7 Focusing on Users and Their Tasks Asg 5 models group  due 5 pm Nov 4  15 Wed Nov 5 Chap. 7 Use Cases and UI Design   16 Fri Nov 7 Chap. 7 Evaluating and Implementing UIs and Chap. 8 Interaction Diagrams   17 Wed Nov 12 Chapter 8 State and Activity Diagrams   18 Fri Nov 14 Chapter 9 Architecting and Designing Software  Design process cohesioncoupling   19 Wed Nov 19 Chap. 9 Design Principles and Software Architecture Asg 6 ch 8 ind due 5pm Nov 16  20 Fri Nov 21 Chap. 9 PipeandFilter Design Docs and Chap. 10 Testing and Inspections   21 Wed Nov 26 Chap. 10 continued  Demos Nov 242527 22 Fri Nov 28 Chap. 10 remainder and Chap. 11 SE Process Models Cost Estimation Teams Asg 7 project due Dec 1 5 pm  MARKING SCHEME  Midterm Test  Worth 15% of final grade or more see below Final Exam Worth 45% of final grade or more see below Participation Worth 5% of the final grade. Based on answering questions in class at random times. Assignments Worth 35% of final grade or less see below  The following are special calculations for people who do well on assignments but prove on the midterm andor exam that they didnt really know the material  Exam component  Midterm out of  15  Final Exam out of 45  10060 If you obtain a grade of less than 50% in the exam component then assignments will not be counted. In other words in order to pass the course you must obtain at least 50% in the exam component.  Assignment component  Assignments out of 35  10035 The maximum you can get in the assignment component is 20% more than the exam component i.e. Exam component  1.2.  If you have a valid excuse to miss the midterm e.g. medical then the final exam mark will also be used to substitute for the midterm mark in other words the weight of the final exam will become 60%.,0,,
"Mid-term will take place at class time on Thursday October 19, with duration of 80 minutes. It will be open-book",1,10-19,midterm
"SATURDAY Oct. 14, 2:00 – 3:20 pm * MIDTERM EXAM",1,10-14,midterm
Deliverable #0 Sep 22 Team / Project,1,09-22,deliverable
Deliverable #1 Oct 06 Shaped Work,1,10-06,deiverable
Deliverable #2 Oct 15 The Bet,1,10-15,deiverable
Asg #1 Oct 26 Prep for final,1,10-26,assignment
Deliverable #3 Dec 01 Project (management) execution,1,12-01,deliverable
Asg #2 Dec 6 Prep for final,1,12-06,assignment
Q1 Sep 15,1,09-15,quiz
Q2 Sep 22,1,09-22,quiz
Q3 Sep 29,1,09-29,quiz
Q4 Oct 06,1,10-06,quiz
Q5 Oct 13,1,10-13,quiz
Q6 Oct 20,1,10-20,quiz
Q7 Nov 03,1,11-03,quiz
Q8 Nov 10,1,11-10,quiz
Q9 Nov 17,1,11-17,quiz
Q10 Nov 24,1,11-24,quiz
"Assignment 1 (Behavioural modeling + Petri Nets, 6%) is out on Jan 28th and is due on Feb 12th.",1,02-12,assignment
"Assignment 2 (Lexical Analysis, 6%) is out Feb 11th and is due on March 7th.",1,03-07,assignment
"Assignment 3 (Parsing, 6%) is out on March 7th and is due on March 27th.",1,03-27,assignment
"Assignment 4 (concurrency, 7%) is out on March 25th and is due on April 10th.",1,04-10,assignment
Midterm Exam will be on Sunday March 6th from 4pm to 5:30pm.,1,03-06,midterm
"Lab 1 (Domain analysis and Requirements, 1%) in Week 3 (Jan 24 -- Jan 28) --> Due Date: Jan 28",1,01-28,lab
"Lab 2 (UML State Machines, 3%) in Week 4 (Jan 31 -- Feb 4) --> Due Date: Feb 11",1,02-11,lab
"Lab 3 (Petri Nets, 1%) in Week 5 (Feb 7 -- Feb 11) --> Due Date: Feb 18",1,02-18,lab
"Lab 4 (Regular Expressions and LEX, 1%) in Week 6 (Feb 14 -- Feb 18 ) --> Due Date: Feb 28",1,02-28,lab
"Lab 5 (Finite Automata and Syntax Analysis, 4%) in Week 8 (March 7 -- March 11)--> Due Date: March 18",1,03-18,lab
"Lab 6 (LL(1) Parsing, 1%) in Week 9 (March 14 -- March 18) --> Due Date: March 21",1,03-21,lab
"Lab 7 (Dining Philosophers Problem, 4%) in Week 10 (March 21 -- March 25)--> Due Date: April 4th",1,04-04,lab
Midterm June 7 (7-9 pm) 25% ,1,06-07,midterm
Peer feedback and Team Dynamics 1 Oct. 8th 0%,1,10-08,assignment
Peer feedback and Team Dynamics 2 Oct. 15th 1%,1,10-15,assignment
Quiz 1 Sep. 21st Online modules 1 and 2,1,09-21,quiz
Quiz 2 Oct. 12th Ideation --> Team Dynamics,1,10-12,quiz
Quiz 3 Nov. 4th Economics,1,11-04,quiz
Midterm Lab Exam Nov. 11th All lab trainings,1,11-11,midterm
Quiz 4 Nov. 25th Marketing/Sales +Design Constraints,1,11-25,quiz
"Final Examination: Thursday, December 13th, 12:15pm to 3:15pm",1,12-13,exam
"Tuesday, October 30th 7:00-8:30pm: Midterm",1,10-30,midterm
Sat Oct 25 Midterm: 9:00-10:20 a.m. Section A: STE G0103 and Section B: STE H0104,1,10-25,midterm
"Assignment 1 (individual) - Due Jan 22, noon",1,01-22,assignment
"Assignment 2 (individual) - Due Feb 4, noon",1,02-04,assignment
Midterm (Feb 12): 12%,1,02-12,midterm
"a midterm exam (Tuesday, February 23rd) and a final exam.",1,02-23,midterm
Assignment 1 5% January 27 (Wed),1,01-27,assignment
Midterm Test 1 25% February 6 (Saturday),1,02-06,midterm
Project Proposal 5%  March 1 (Monday),1,03-01,project
Assignment 2 5%  March 10 (Wednesday),1,03-10,assignment
Midterm Test 2 25% March 20 (Saturday),1,03-20,midterm
Assignment 3 5%  March 31 (Wednesday),1,03-31,assignment
Project Report 25% April 29,1,04-29,project
"Assignment 1, due Feb 12,10pm",1,02-12,assignment
"Midterm (Fri, Mar 3, during class time)",1,03-03,midterm
"Assignment 2, due April 2, 10pm.",1,04-02,assignment
"Midterm is Friday, July 28 from 4:30PM - 7:30PM. (End of Week 5)",1,07-28,midterm
"Midterm: Tuesday, July 25th, 7:00 - 9:00pm",1,07-25,midterm
"Final Exam is Saturday, August 19 from 7PM - 10PM. (End of Week 8)",1,08-19,final
"Final: Saturday, August 19th, 3:30 ~ 6:30pm",1,08-19,final
Feb 4- Sprint 1- deliverable 2- design/implementation,1,02-04,deliverable
Feb 18 - Sprint 1 deliverable 3- Test demos,1,02-18,deliverable
"Midterm Exam: Sunday March 5, 10h00 to 11h30",1,03-05,midterm
March 11 - Sprint 2 - Deliverable 1 - Draft Design,1,03-11,deliverable
"Assignment #2 Due time: 6pm on Monday September 25, 2023.",1,09-25,assignment
"Assignment #4 Due: 6pm on  25th of November, 2023.",1,11-25,assignment
you will have your first midterm on August 1st,1,08-01,midterm
Quiz 1 takes place on Jan 3rd 2024,1,01-03,deliverable
2/13 Thu EXAM 1 (Lectures 1-9) Exam at 5 to 6 pm Place TBA,1,02-13,exam
3/12 Thu EXAM 2 (Lectures 10-18) Exam at 5 to 6 pm Place TBA.,1,03-12,exam
"The midterm exam will be on Wednesday, March 11 during class",1,03-11,midterm
Midterm Exam: March 10th,1,03-10,midterm
FRI 31 JAN COLONIALISM. ECONOMIC DOMAINS. FUEROS & LAW CODES. QUIZ I,1,01-31,quiz
FRI 13 MAR MID-TERM EXAM: IN-CLASS SEGMENT [IDs & definitions],1,03-13,midterm
FRI 10 APR Olymp QUIZ II,1,04-10,quiz
"THU 14 MAY FINAL EXAM , 2:00 pm-5:00 pm",1,05-14,final
"Final Exam Wednesday, May 13, 7:00pm – 10:00 pm (Ch. 1-Ch. 18)",1,05-13,final
12. February 27: First Midterm,1,02-27,midterm
17. March 24: 3rd midterm,1,03-24,midterm
February 2 at 11:59pm (Module 0) *Discussion and Quiz,1,02-02,quiz
3/11 EXAM 1 – Modules 1 to 7 ,1,03-11,exam
5/6 EXAM 2 – Modules 8 to 17 ,1,05-06,exam
W 3/11: Discuss Training Day and Sexton; Quiz 2,1,03-11,quiz
W 4/29: Finish discussing Get Out! and Poll. Quiz 4,1,04-29,quiz
"The first midterm will be on February 24, 2020 a",1,02-24,midterm
"The second midterm will be on April 8, 2020.",1,04-08,midterm
Fri Mar 13 MIDTERM EXAM 2,1,03-13,midterm
Mar. 12 Midterm Exam,1,03-12,midterm
"May. 19, 9am-12noon Final Exam",1,05-19,final
Week 5 February 17 Assignment #1 Due,1,02-17,assignment
February 19 Midterm Test,1,02-19,midterm
March 13 Assignment #2 Due,1,03-13,assignment
May 8 Final Exam,1,05-08,final
Feb 7 F Quiz 1,1,02-07,quiz
Feb 17 M Quiz 2,1,02-17,quiz
Wed 3/8 Exam 2 ,1,03-08,exam
"Th 1/19 Time-independent Schroedinger equation HW1 due, HW2 assigned",1,01-19,HW
T 2/21 Midterm 1,1,02-21,midterm
"M 5/1 Final Exam, 1-3 p",1,05-01,final
T 4/4 Midterm 2,1,04-04,midterm
"Jan 18 Units of Measurement, Dimensional Analysis HW1",1,01-18,HW
Feb 8 Projectile Motion HW4,1,02-08,HW
Final Project Report Due on Monday 4/24 (50),1,04-24,report
Second Creative Assignment Due 3/30,1,03-30,assignment
Programming assignment 1 due 19/7,1,07-19,assignment
25-08 final quiz due,1,08-25,quiz
"Assignment 1 is due on September 30, 2023",1,09-30,assignment
"Assignment 2 has a due date of October 15, 2023.",1,10-15,assignment
"Assignment 3s deadline is November 5, 2023.",1,11-05,assignment
"Quiz 1 is scheduled for October 10, 2023.",1,10-10,quiz
"Quiz 2 will take place on November 2, 2023",1,11-02,quiz
"The Project Proposal(deliverable 0) should be submitted by October 25, 2023.",1,10-25,deliverable
"The Project Progress Report submission date is November 30, 2023.",1,11-30,project
"Midterm 1 is on October 20, 2023.",1,10-20,midterm
"Midterm 2 will be held on November 15, 2023",1,11-15,midterm
"The Final Exam is scheduled for December 22, 2023.",1,12-22,final
"The last assessment, Final Exam , is set for July 30, 2024.",1,07-10,final
"Mark your calendar for the Final Exam on July 15, 2024.",1,07-15,final
"Your Final Exam will take place on June 15, 2024.",1,06-15,final
"The last midterm, Midterm 3, is on May 5, 2024",1,05-05,midterm
"The Project Presentation is scheduled for June 5, 2024.",1,05-05,project
"Quiz 4 is scheduled for February 25, 2024",1,02-25,quiz
"Quiz 6 will take place on April 5, 2024.",1,04-05,quiz
"Assignment 5 has a submission deadline of March 5, 2024",1,03-05,assignment
the deadline for submitting your deliverable 0 is Sept 22,1,09-22,deliverable
We will have a quiz of software methodologies on Oct 10,1,10-10,quiz
"The projects final deliverables are expected on December 10, 2024",1,12-10,deliverable
"Be ready to present your Project Showcase on January 5, 2025.",1,01-05,project
"Your Final Exam is scheduled for January 15, 2025, so start your preparations early.",1,01-15,final
"Quiz 10 will take place on November 10, 2024.",1,11-10,assignment
A1 sept 3,1,09-03,assignment
You will have your last assignment on August 25th,1,08-25,assignment
"you will have a quiz on Saturday, January 27",1,01-27,quiz
"your team report is due tommorow, March 24th",1,03-24,report
MIDTERM 1 25 SEPT,1,09-25,midterm
"week of October 19th, your midterm will be on Oct 23rd",1,10-23,midterm
Q9 on 10th of January,1,01-10,quiz
Assignment 1 on shaping will be release on Oct 10th and due on Oct 21st,1,10-21,assignment
deliverable 6 due NOV 9TH,1,11-09,deliverable
Quiz 9 will be open from Saturday Sept 9th till Sept 15th,1,09-15,quiz
"DEC 15TH, A5",1,12-15,assignment
TOMORROW APRIL 6TH WHEN THE ASSIGNMENT 5 IS DUE WE WILL GO OVER THE SOLUTION TO ASSIGNMENT 4,1,04-06,assignment
HW 1 WILL BE RELEASED TODAY AND DUE ON SATURDAY APRIL 7TH,1,04-07,HW
19TH OF NOVEMBER: Project Due ,1,11-19,project
FIRST MIDTERM WILL BE 9TH OF SEPTEMBER,1,09-09,midterm
29/9 Quiz 1 on project management,1,09-29,quiz
"Homework 4 is due on September 25, 2023",1,09-25,homework
"Quiz 16 is scheduled for October 5, 2024.",1,10-05,quiz
"The Final Exam will take place on December 10, 2024.",1,12-10,final
"Assignment 16 has a submission deadline of November 5, 2024",1,11-05,assignment
25/9 Programming assignment 2 due ,1,09-25,assignment
test 1 NOV 25TH,1,11-25,test
"on the Saturday, 26 of December we will have test 2",1,12-26,test
"Quiz 5 , AUGUST 22ND",1,08-22,quiz
"due date: 13/3, assignment 5",1,03-13,assignment
15/5 midterm 2,1,05-15,midterm
